Sentence,Video Path,Exists,Readable,Frame Count,FPS,Duration Seconds,Width,Height
what did you tell him,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what did you tell him\tell him (3).MP4,True,True,106,25.0,4.24,1920,1080
what did you tell him,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what did you tell him\tell him (4).MP4,True,True,102,25.0,4.08,1920,1080
what did you tell him,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what did you tell him\tell him.MP4,True,True,77,25.0,3.08,1920,1080
what do you do,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you do\what do you do (1).MP4,True,True,92,25.0,3.68,1920,1080
what do you do,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you do\what do you do (3).MP4,True,True,89,25.0,3.56,1920,1080
what do you do,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you do\what do you do (4).MP4,True,True,99,25.0,3.96,1920,1080
what do you do,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you do\what do you do (5).MP4,True,True,89,25.0,3.56,1920,1080
what do you think,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you think\what do you think (1).MP4,True,True,99,25.0,3.96,1920,1080
what do you think,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you think\what do you think (3).MP4,True,True,79,25.0,3.16,1920,1080
what do you think,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you think\what do you think (4).MP4,True,True,75,25.0,3.0,1920,1080
what do you think,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you think\what do you think (5).MP4,True,True,100,25.0,4.0,1920,1080
what do you think,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you think\what do you think (6).MP4,True,True,86,25.0,3.44,1920,1080
what do you want to become,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you want to become\become (2).MP4,True,True,85,25.0,3.4,1920,1080
what do you want to become,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you want to become\become (3).MP4,True,True,113,25.0,4.52,1920,1080
what do you want to become,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you want to become\become (4).MP4,True,True,92,25.0,3.68,1920,1080
what do you want to become,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you want to become\become (5).MP4,True,True,104,25.0,4.16,1920,1080
what do you want to become,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what do you want to become\become.MP4,True,True,96,25.0,3.84,1920,1080
what happened,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what happened\happen.MP4,True,True,94,25.0,3.76,1920,1080
what happened,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what happened\happened (2).MP4,True,True,89,25.0,3.56,1920,1080
what happened,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what happened\happened (3).MP4,True,True,89,25.0,3.56,1920,1080
what happened,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what happened\happened.MP4,True,True,62,25.0,2.48,1920,1080
what happened,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what happened\MVI_6495.MP4,True,True,94,25.0,3.76,1920,1080
what have you planned for your career,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what have you planned for your career\MVI_6499.MP4,True,True,146,25.0,5.84,1920,1080
what is your phone number,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what is your phone number\what is your phone number (1).MP4,True,True,147,25.0,5.88,1920,1080
what is your phone number,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what is your phone number\what is your phone number (3).MP4,True,True,116,25.0,4.64,1920,1080
what is your phone number,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what is your phone number\what is your phone number (4).MP4,True,True,138,25.0,5.52,1920,1080
what is your phone number,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what is your phone number\what is your phone number (5).MP4,True,True,134,25.0,5.36,1920,1080
what is your phone number,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what is your phone number\what is your phone number (6).MP4,True,True,112,25.0,4.48,1920,1080
what you want,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what you want\what you want (1).MP4,True,True,88,25.0,3.52,1920,1080
what you want,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what you want\what you want (3).MP4,True,True,92,25.0,3.68,1920,1080
what you want,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what you want\what you want (4).MP4,True,True,105,25.0,4.2,1920,1080
what you want,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what you want\what you want (5).MP4,True,True,94,25.0,3.76,1920,1080
what you want,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\what you want\what you want (6).MP4,True,True,93,25.0,3.72,1920,1080
when will the train leave,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\when will the train leave\leave (2).MP4,True,True,119,25.0,4.76,1920,1080
when will the train leave,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\when will the train leave\leave (3).MP4,True,True,110,25.0,4.4,1920,1080
when will the train leave,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\when will the train leave\leave (4).MP4,True,True,107,25.0,4.28,1920,1080
when will the train leave,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\when will the train leave\leave (5).MP4,True,True,117,25.0,4.68,1920,1080
when will the train leave,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\when will the train leave\leave.MP4,True,True,121,25.0,4.84,1920,1080
where are you from,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\where are you from\where are you from (1).MP4,True,True,96,25.0,3.84,1920,1080
where are you from,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\where are you from\where are you from (3).MP4,True,True,95,25.0,3.8,1920,1080
where are you from,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\where are you from\where are you from (4).MP4,True,True,95,25.0,3.8,1920,1080
where are you from,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\where are you from\where are you from (5).MP4,True,True,96,25.0,3.84,1920,1080
which collegeschool are you from,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\which collegeschool are you from\college school (2).MP4,True,True,174,25.0,6.96,1920,1080
which collegeschool are you from,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\which collegeschool are you from\college school (3).MP4,True,True,149,25.0,5.96,1920,1080
which collegeschool are you from,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\which collegeschool are you from\college school.MP4,True,True,141,25.0,5.64,1920,1080
which collegeschool are you from,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\which collegeschool are you from\school college (2).MP4,True,True,192,25.0,7.68,1920,1080
which collegeschool are you from,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\which collegeschool are you from\school college.MP4,True,True,129,25.0,5.16,1920,1080
who are you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\who are you\who are you (1).MP4,True,True,106,25.0,4.24,1920,1080
who are you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\who are you\who are you (3).MP4,True,True,83,25.0,3.32,1920,1080
who are you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\who are you\who are you (4).MP4,True,True,75,25.0,3.0,1920,1080
who are you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\who are you\who are you (5).MP4,True,True,70,25.0,2.8,1920,1080
who are you,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\who are you\who are you (6).MP4,True,True,87,25.0,3.48,1920,1080
why are you angry,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you angry\angry (2).MP4,True,True,88,25.0,3.52,1920,1080
why are you angry,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you angry\angry (3).MP4,True,True,93,25.0,3.72,1920,1080
why are you angry,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you angry\angry (4).MP4,True,True,99,25.0,3.96,1920,1080
why are you angry,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you angry\angry (5).MP4,True,True,93,25.0,3.72,1920,1080
why are you angry,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you angry\angry.MP4,True,True,79,25.0,3.16,1920,1080
why are you crying,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you crying\crying (2).MP4,True,True,100,25.0,4.0,1920,1080
why are you crying,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you crying\crying (3).MP4,True,True,116,25.0,4.64,1920,1080
why are you crying,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you crying\crying (4).MP4,True,True,91,25.0,3.64,1920,1080
why are you crying,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you crying\crying (5).MP4,True,True,100,25.0,4.0,1920,1080
why are you crying,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you crying\crying.MP4,True,True,100,25.0,4.0,1920,1080
why are you disappointed,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you disappointed\disappointed (2).MP4,True,True,123,25.0,4.92,1920,1080
why are you disappointed,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you disappointed\disappointed (3).MP4,True,True,103,25.0,4.12,1920,1080
why are you disappointed,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you disappointed\disappointed (4).MP4,True,True,99,25.0,3.96,1920,1080
why are you disappointed,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you disappointed\disappointed (5).MP4,True,True,116,25.0,4.64,1920,1080
why are you disappointed,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\why are you disappointed\disappointed.MP4,True,True,94,25.0,3.76,1920,1080
you are bad,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are bad\bad (2).MP4,True,True,77,25.0,3.08,1920,1080
you are bad,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are bad\bad (3).MP4,True,True,76,25.0,3.04,1920,1080
you are bad,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are bad\bad (4).MP4,True,True,73,25.0,2.92,1920,1080
you are bad,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are bad\bad (5).MP4,True,True,58,25.0,2.32,1920,1080
you are bad,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are bad\bad 1.MP4,True,True,101,25.0,4.04,1920,1080
you are bad,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are bad\bad.MP4,True,True,75,25.0,3.0,1920,1080
you are good,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are good\good (2).MP4,True,True,71,25.0,2.84,1920,1080
you are good,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are good\good (3).MP4,True,True,69,25.0,2.76,1920,1080
you are good,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are good\good (4).MP4,True,True,70,25.0,2.8,1920,1080
you are good,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are good\good (5).MP4,True,True,76,25.0,3.04,1920,1080
you are good,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are good\good.MP4,True,True,66,25.0,2.64,1920,1080
you are welcome,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are welcome\welcome (2).MP4,True,True,51,25.0,2.04,1920,1080
you are welcome,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are welcome\welcome (3).MP4,True,True,83,25.0,3.32,1920,1080
you are welcome,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are welcome\welcome (4).MP4,True,True,66,25.0,2.64,1920,1080
you are welcome,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are welcome\welcome (5).MP4,True,True,82,25.0,3.28,1920,1080
you are welcome,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you are welcome\welcome.MP4,True,True,71,25.0,2.84,1920,1080
you can do it,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you can do it\can do (2).MP4,True,True,95,25.0,3.8,1920,1080
you can do it,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you can do it\can do (3).MP4,True,True,98,25.0,3.92,1920,1080
you can do it,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you can do it\can do (4).MP4,True,True,87,25.0,3.48,1920,1080
you can do it,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you can do it\can do (5).MP4,True,True,85,25.0,3.4,1920,1080
you can do it,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you can do it\can do.MP4,True,True,95,25.0,3.8,1920,1080
"you do anything, i do not care","C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you do anything, i do not care\care.MP4",True,True,169,25.0,6.76,1920,1080
"you do anything, i do not care","C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you do anything, i do not care\donotcare.MP4",True,True,133,25.0,5.32,1920,1080
"you do anything, i do not care","C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you do anything, i do not care\dont care (2).MP4",True,True,150,25.0,6.0,1920,1080
"you do anything, i do not care","C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you do anything, i do not care\dont care.MP4",True,True,186,25.0,7.44,1920,1080
"you need a medicine, take this one","C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you need a medicine, take this one\medicine (2).MP4",True,True,118,25.0,4.72,1920,1080
"you need a medicine, take this one","C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you need a medicine, take this one\medicine (3).MP4",True,True,155,25.0,6.2,1920,1080
"you need a medicine, take this one","C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you need a medicine, take this one\medicine (4).MP4",True,True,111,25.0,4.44,1920,1080
"you need a medicine, take this one","C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you need a medicine, take this one\medicine (5).MP4",True,True,115,25.0,4.6,1920,1080
"you need a medicine, take this one","C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\Videos_Sentence_Level\you need a medicine, take this one\medicine.MP4",True,True,118,25.0,4.72,1920,1080
nan,C:\Users\prana\Downloads\archive (5)\ISL_CSLRT_Corpus\ISL_CSLRT_Corpus\>>>,False,False,0,0.0,0.0,0,0
